no,teks,sosmed,labels
501,Kerja dengan GenZ itu intinya paham bagaimana cara masuk ke mereka. Bagaimana cara bicara dan berkomunikasi yg benar dgn mereka. Gw dan istri nge-click banget sama staff pengajar gw. Uda kayak adik2 sendiri malahan. Kalau ada masalah/gesekan ya diselesaikan secara kekeluargaan.,x,Positif
502,aku genZ kerja sama millenials bnrbnr berasa dibully woy pdhl atasanku yg boomers pada baik gapernah marahin aku samsek. dibimbing tanpa merendahkan. nah ini millenials 2 orang jabatanya sama tp mereka katanya istilahnya nge ospek aku. salah satu dari mereka ngebuat aku sakit jir,x,Negatif
503,@baylynx_ @ariaoverthinks Millennial minded artinya kmu ga jelasin secara jelas apa kerjaan nya krna ribet bgt masa gtu aja gabisa? tapi klo salah tinggal nyalahin genz yg katanya gabisa kerja ,x,Negatif
504,@wepepe_draws iyaaa ka WKWKWK tos sesama pencipok garrus :3 gue genZ yg udah harus ngecek job listing menghela napas banget kalo ngeliat requirementsnya gak boleh genZ ribet WKWKWK anjenggg bisa2nya lo menggeneralisir segitunya terus yg mau apply kerja si,x,Negatif
505,@mounalist @sbyfess aku baru resign 3 tahun kerja temen²ku milenial ak gen z sendiri disitu yg bisa double job ak leaderku jg sukanya nyuruh² ak buat ngerjain job dia tp krena akhirnya kerjaan jd kecampur klo ada salah gatau itu slhnya sp malah nyalahin,x,Negatif
506,gw yang genz aja geregetan ama cara kerja genz ,x,Negatif
507,hahaha valid ini ngomenin kelakuan genz tapi kenyataannya kebanyakan prasyarat kerja maks 25taun ngentot,x,Negatif
508,Ngatain genZ ga bsa kerja giliran lokernya pake batas usia yg cuma bsa di apply sma genZ.. Mamam noh kerja sma genZ..,x,Negatif
509,Anyway about genz in workforce ngl emang banyak yang unprofessional sesimple dateng sesuai jam kerja dan pulang 8 jam aja susah banget wkwkwkkwk. Terus kalau misalnya ada kerjaan pada kabur alesannya without my consent MANN LU UDAH TTD KONTRAKKK,x,Negatif
510,Balik lagi kan bisa di filter pas lagi screening sebelum diterima kerja. Diliat2 gen atas2 pada kesel sama GenZ tapi kek mutlak GenZ semua pada begitu ,x,Negatif
511,Justru yang gue liat anak2 GenZ yang kerja bareng gue inisiatifnya tinggi communication skill nya bagus dan seneng kalo di appresiasi. Jadi gue gak setuju sama orang2 yang bikin stereotype kalo GenZ A B C. Memang ada tapi gak semua kok.,x,Positif
512,Sebagai MZ (lahir 96) w gak setuju orang2 pukul rata anak2 GenZ gabisa kerja dan profesional. Temen kantor yang kerja bareng sama gue kebanyakan GenZ tapi mereka gercep rapi pinter2 dan enak diajak tektokan kerjaan.m,x,Positif
513,@sbyfess Ngeluh-ngeluh pegawai GenZ gak mutu dan segala macem tapi syarat lowongan kerja dibawah 25 sampe 30 Anak-anak millenial keatas udah kepala tiga keatas bos lu kalo ngeluh-ngeluh GenZ ini-itu ya naikin tuh syarat umur,x,Negatif
514,@WidasSatyo Lah GenZ itu kan rata2 baru pada lulus sekolah sama kuliah. Mau berharap apa? Mereka masih tahap belajar. Dikira dulu dia pertama kali kerja langsung pro? Wkwk bacot bener tua,x,Positif
515,@gallagwer Tetep yang muda yang salah mbak harusnya tu bisa membuat segalanya pake telekinesis dan paham omongan pake telepati tanpa perlu dikasih tau Dan harusnya sebagai genz dari umur 15 itu udah punya pengalaman kerja jadinya begitu lulus kuliah di um,x,Negatif
516,@sbyfess gue yang genZ aja muak kerja bareng genZ apalagi di family company terus bosnya genZ juga udh gitu umur dibawah gue najis senajis najisnya. walaupun sm yg lbh tua kdng jokesnya g nyambung tp lbh professional aj gt menurut gue,x,Negatif
517,@sbyfess Gw Millennial prnh mimpin krj ama GenZ 20 org an. Gw sukak banget ama GenZ - Serius tp santai. Mirip gw - Ga pake formal tp ttp hormat - Klo tujuan jelas mrk akan all out kerja bahkan sampe lembur - Komunikasi jelas Ga sempurna mmg tp gw demen ke,x,Positif
518,@WidasSatyo Gw as genZ susah bgt dpt kerja even udh punya pengalaman linear. Range gaji yg gw minta jg sekedar umr setempat. Gatau lah salah dimananya interview gw yg jelek apa gimana. Hopeless bgt cari kerja giliran offering gaji dibawah umr babi emng,x,Negatif
519,@sbyfess pernah kerja bareng genZ. baik² aja cekatan dan pintar kok mereka,x,Positif
520,@sbyfess Awalnya memang mereka nyebelin... Tapi sbg orang yang lebih lama kerja ya... Kudu gede pangapurone memang dan sabar... Ibaratnya genZ yang awal kerja itu masih belum titis jalan ne jadi aku selaku milenial yang masih waras kudu bimbing aslinya me,x,Positif
521,@sbyfess Staf GenZ gw kerjaannya kerja sesuai porsi.. bagus.. tapi yang bikin ga bagus dia suka membandingkan diri dengan genZ lain diluar sana.. jadinya mencla mencle,x,Negatif
522,Si paling becus kerja. Padahal contoh gampang aja dah di pemerintahan didominasi sama gen apa? Mana gebrakannya ga pada masuk akal. Kalo skill udah kalah pasti nyerang lagi pake genz ga hormat sama SENIOR . Hormat mah ke semua org yg pantes dihormati.,x,Positif
523,@sbyfess Gw bukan genZ tp ttp kena mental masuk perusahaan yg masih memegang prinsip SENIORITAS. Mending kalo ngmngnya ngenakin kdg nyuruh tp ga jelas ditanya katanya nanya melulu bergaulnya sm yg dia suka aja. Apalagi kalo baru kerja beuuhh salah dikit a,x,Negatif
524,@bayyibay @sbyfess Yup bner si ini di kantor suami ku jg bgni. Klo ga punya utang jg pgn enak resign kaya genz. Plot twist banyak PHK dan pemutusan kontak karyawan lama after cipta kerja katanya biar menyerap tenaga kerja baru alias gen z eh gen z nya pad,x,Negatif
525,@sbyfess Kalo di tempat suami ku kerja yg jam kerja nya stiap hari jam 7 pagi sampe jam 9mlm sabtu masuk ga da lembur Beban kerja seabreg dgn gaji di bawah pasaran para genZ ini mang ga ada yg lama krn mnrt ku mereka jauh lebih sadar hak dan kewajiban si,x,Positif
526,@AnggaPutraF Inilah kenapa gw lebih suka kerja ama GenZ meski gw bukan GenZ. Krn semua GenZ yg gw kenal pada kritis dan to the point sih,x,Positif
527,@sbyfess Trus kalo gak mau sama genz mau nya sama siapa? Wong persyaratan kerja kebanyakan masuk buat usia genz kok. Ya kalo gak mau sama genz ganti aja minimal 30 tahun ke atas,x,Positif
528,Pusing pala gue tiap abis pilang kerja energi kekuras abis,x,Negatif
529,eh tp emg carats tuh agak lemah ya di pervotingan dibanding stays. mungkin karna mostly carats tuh uda pada kerja kali ya dibanding stays kebanyakan genz,x,Negatif
530,@worksfess oot kakak semua yang udah kerja dan termasuk Gen-Z (97-07) boleh bantu isi kuesioner aku tidakkk??rep ya nanti aku dm terimakasi,x,Positif
531,@penakturua9 @dwaterball genz yg penting kerja santuy aja. tau tau kerjaan beress aja hihi,x,Positif
532,aku bukan tak suka budak genZ ni tapi tulahh sikit sikit sakit. baru kerja berapa hari cuti mc sebab itu ini,x,Negatif
533,Iih murka bener kerja sama genZ satuu ini. Bisa2nya arrogant dan downgrade orang lain pas diskusi padahal jelas2 dia yg gk clear ngasih datanyaa. Dooh gabisa nih gue jadi orang gk enakaaan,x,Negatif
534,@BudiBukanIntel Aku juga lebih milih kerja sama genz daripada boomer ,x,Positif
535,@meinmokhtar I'm GenZ. Tapi bila tgk budak2 freshie sekarang kata gaji starter 3k tu sikit mmg tepuk dahi. Lagi2 kalau ko nk kerja admin tu kira okay sgt2. Waktu aku dua tahun lepas dpt 2k je kat mnc plak tu ,x,Positif
536,Iya benerr experience gua sendiri yg udah kerja as fulltime di usia 22 gini sering bgt dianggap lain sama gen atas. Gua pernah dulu intv kerja pas sesi user tuh shrsnya ditanya practical ya eh gua malah ditanyain mengeni genz gimana hadepin genz yg selalu berontak (+),x,Negatif
537,orang tua GenZ itu baru jadi kelas menengah kemungkinan pas tahun 2010an ke atas dan pada masa struggle buat naik tentu banyak GenZ yg ditinggal ortunya buat kerja dsb. w lebih sepakat banyak GenZ yg merasa dirinya fatherless karena usaha ortu buat menjadi kaum menengah.,x,Positif
538,Setuju sih. Setidaknya di lingkungan ane genZ kagak ada yg aneh2. Mereka kerja serius dan emang ngerti haknya.,x,Positif
539,Bagi boomer kerja lembur bentuk pengabdian ke instansi/kantor Bagi GenZ itu ekploitasi tenaga Enak aje nyuruh lembur tapi gak dibayar,x,Positif
540,Gue kerja bareng genz adek gue genz dan mereka oke oke aja kok,x,Positif
541,GenZ kudu kerja keras biar anak keturunannya gak dikasih makan gratis dari pemerintah yg kurang layak ini,x,Positif
542,This. Serius ya capek dengerin dosen msdm hampir tiap pertemuan bahas genz males kerja ga betah manja banyak nuntut. Padahal banyak yang harus dievaluasi gimana lingkungan kerja perusahaannya dan lain-lain deh. Intinya gabisa liat dari satu sisi aja,x,Positif
543,Sorry to say tapi so far genZ yg w kenal kerja di dunia corporate emg kureng bgt. Ada masalah dikit dilempar ga mau kritis ga mau cari solusi ,x,Negatif
544,Baru lepas buat summary utk interview candidate..seram jugak tgk genz nie punya resume..setiap 3 bulan tukar kerja yg tukar kerja tiap bulan pun ada..mmg majority dpt keje kat company bermasalah atau mereka yg bermasalah smpai susah nak stay lama kat satu tempat keje.. haha ,x,Negatif
545,@Lkeeanton Genz bgt yg penting keliatan kerja ,x,Negatif
546,@GabRey99 Bukannya perusahaan jg banyak yg blokir genZ? Ya lagian kita kerja buat dapet gaji bukan buat ngebabu apalagi ngerjain 3 jobdesc sekaligus. Kalo mau cari yg gaji kecil job di kerjain semua mah pake robot aja,x,Positif
547,Lucu bgt kerja sama genz istirahat di ruang crew pd makan sama tontonannya masing2 wkwkwk ada yg nntn upin ipin spongebob ritsuki natsuki ML,x,Positif
548,@WarmthHappy @tanyakanrl wkwk keknya itu yg dirasain genz pas dicap ga bisa kerja,x,Negatif
549,Tim Tempo menggelar survei pada generasi Z untuk memotret kondisi mereka dalam mencari kerja hingga keluh-kesah dalam bekerja. Mayoritas responden menginginkan model pekerjaan yang fleksibel. #tempodotco #tempo #genZ #pekerjaan #jurnalismekonstruktif https://t.co/wRCmlbdkiF,x,Positif
550,@worksfess orang yang setiap hari kaya ga makan kalo ngga roast genz kaya dulu awal kerja ga pernah tolol aja..,x,Negatif
551,@hrdbacot belom lagi disalahin mulu. dicap gatau. GenZ ga akan ngerti ini GenZ kerja gini pasti lgsg kena mental issue ya gmn ga kena mental issue cobaannya jadi orang dewasa muda aja kyk gini,x,Positif
552,Org2 tuh banyak yg ga apreciate sama genZ padahal kita yg selalu jadi kelinci percobaan. Dari jamannya SMP SMA kuliah sampe skrng dunia kerja. Mulai dari kurtilas smbptn sampe pembatasan usia kerja. Ga gila aja udh sukur kita2 mah,x,Positif
553,Sobat genz di kantor: pada semangat banget kerja mentang² minggu terakhir kerja,x,Negatif
554,@etmindz @idextratime Ga semua genz pak. Jangan underestimate segamblang itu. Itu sifat anak dan ortu yg biasa makan duit haram aja. Banyak juga kok dunia kerja yg angkatan x/milenial ampe bunuh2an. Lagian maknya lady angkatan x juga kali,x,Negatif
555,Newjeans kalo kerja kantoran pasti dah masuk tweet kenap ya genz kalo kerja banyak protes padahal fasilitas dia lengkap banget. Padahal gue dulu harus sampe desprate dulu bla bla bl ,x,Negatif
556,Ni mahluk hidup di era kolonial?? Dikira kayw itu budak belian kali ya. Pake bawa2 genz. gw juga dah tua tapi bangga ma ni anak. Ga punya mental kacung. Ada batasnyalah tolol jobs desk kerja toko dan jongos kaya elo.,x,Negatif
557,@satria_gigin Udalah genz ky gitu ga usah jadi dokter mnding jadi tiktoker aja anak manja ky gitu jd dokter malah bahayain pasiennya. Mnding kerja joget2 aja,x,Negatif
558,Gue dkk yg manage kenapa anak2 yg baru masuk seolah2 memiliki sengaja gak handle lagi biar pada belajar manajerial dah tongkat estafet emg harus dilanjutkan. Capek jg boy kadang tuh w jg kadang suka kelepasan kalo dah gemesh cara kerja anak genz tuh ,x,Negatif
559,Tadi beneran lagi antri niagara staffnya cewek dan digodain/dibercandain sama bapak bapak dari kantor. Gue: apaan sih itu mbaknya lagi kerja?? Temen kantor cowok genz: sdm rendah emang gitu mbak WKWKWKKWKWKWKWKWKWKWK,x,Negatif
560,Jungwoo genz abiez ya kuliah kerja ngegym nongkrong di cafe,x,Negatif
561,@worksfess W bukan genZ. Justru krn udah kerja 10 tahun++ dg baik gue tau apa yg boleh frowned upon dan dilarang di tempat kerja Ngambil minum ngecharge hp/laptop dll itu ga ada unsur bohong/manipulasi BEDA sm korupsi. Ngambil aer kok bibit korupsi ngomon,x,Negatif
562,Sbgai genz yang di didik keras gen x jdi punya pemikiran gen milenial. Kalo kerja jangan neko2 kalo disuruh ya di gas gk usah protes,x,Positif
563,Kalo genz gini : Jir relate banget Jir iya lagi Dapet capek doang kerja tapi engga kaya Retweet 100x ,x,Negatif
564,@cutiedaisyyy @ssefmun buat genz atau milenial yg kerja ngeluh mulu padahal udh sesuai sop dan 8 jam kerja elo semua cemen dan ga pernah bersyukur,x,Negatif
565,@altdwini Keluar lah lit kita genz gak mau kerja dikit² di ita-itu sama atasan,x,Positif
566,Ada anggota gw hpnya masih sama kyk 3 tahun dia masuk kerja disni . Pdhal gaji diatas belasan juta. Baru ketahuan alasan dia gayanya g berubah walau penghasilan dah lebih dr cukup GenZ masih ad yg berpikiran maju sperti itu ya ,x,Positif
567,pgn kerja yg isinya genz semua biar ga disalty muluu siall,x,Positif
568,@diyaluvf Kayaknya kalau dari 2019 itu banyaknya GenZ yang ngangur dan gak betah kerja karena mereka mementingkan mental healt. Yg kedua isu tentang minimnya literasi digital pada netizen indonesia. Sehingga mudah di giring oleh media,x,Negatif
569,gue tu heran req maks 25 tapi pas dapet karyawan yg beneran umur segitu pada ngeluh aduh genz kaga bisa kerja. jadi mau lu apa ngntooooot,x,Negatif
570,@worksfess ngga gitu nder dia juga manggil ga cuma 1 orang. ngapain inget2 semua terutama kalo pelamarnya banyak genZ nya yang janjian interview aja sering molor karena emang males kerja wkwkwkw,x,Negatif
571,kmrn ngomongin yg jelekin kerja sama genz kan ya... aku lagi ngalamin tuh kerja sama genz.,x,Negatif
572,sebagai genz aku mengakui malas dihubungi di luar jam kerja dan hanya akan membalas jika penting saja,x,Negatit
573,Kerja sama genz emang berasa parenting anak remaja. Dijelasinnya mesti runut pelan2 dan sesuai bahasa yang kena di mereka as in ga bikin mereka sakit ati (walau kesel banget) Mesti dijelasin sebab akibat dan latar belakang kenapa abcd juga dan ga berharap mereka paham sendiri,x,Positif
574,Genz bgt ini. Kerja masuk jam 10 hari gini belum dateng terus wa gua begini wkwkwk gue sbg kaum milenial suka sebel tapi yaudah aja https://t.co/OzWViCAkcI,x,Negatif
575,As a milenial cuma mau bilang : Ada dan banyak ! (Tim kerja aku mostly genZ dan profesional kok) Dan kenapa sih apa-apa gan gen gan gen buat urusan kerjaan. Batas usia kerja noh benerin dulu kalo lu-lu pada ga mau dapetnya Gen Z ,x,Positif
576,Jadi gue bertanya2 Ni orang2 BERPENGALAMAN tuh bisa kerja gak sih? gausah jauh2 deh. Perkara ngirim laporan ke client aja banyak typo dan salah susunan. Skrg gue tanya harus bngt nih digeneralisasiin GenZ ga bisa kerja?,x,Negatif
577, Gen Z gimana sih pada gak bisa kerja! - proceed to insert their GenZ children in the corporate rooster - Ada. Banyak bahkan.,x,Negatif
578,Semenjak kerja bareng genZ ruangan gw isinya cekcok mulu anjir . Kangen suasana kerja yg tenang,x,Negatif
579,Engga setuju. Anak2 kantor gue genz jos banget. Kreatif. Idenya adaaaaaaaa aja. Kalo ngomongin kerja bener / ga bener semua generasi mah ada.,x,Positif
580,@BudiBukanIntel Orang complain genz ga bsa kerja sama aja kyk dl orang gen x blg org millennial ga bisa kerja lol.,x,Negatif
581,@ohareza @mcitraningrum jadi make sense kenapa banyak genz yg marah marah waktu ada yg curhat karyawan gen z di kantornya nyebut rekan kerja senior pake 'kamu' atau 'elo'.,x,Negatif
582,Tadi ada yang bilang udh lumrah generasi tua gemukin kantong sendiri pake duit kantor dibawah postingan genz yang against nilep duit kantor. Bahkan si orang tua ini bilang soon genz juga bakal begitu. Damn pengen punya integritas kerja aja masih didoain biar bobrok smh,x,Negatif
583,Kerja sama genz emanggg trickyyy bangett tapi masih bisa lahh aku improve setiap harinya buat menyesuaikan ritme mereka juga. Yang paling ampun selama aku kerja dibanding menghadapi genz adalahhh kerja sama millenial dan gen x yang bebaaallll (super capekkk).,x,Negatif
584,@asdfghyuy @mcitraningrum mnurutku selama management kantor ok kpi jelas lingkungan kerja nyaman atasan baik orang kantor asik2 genz ini bisa kerja bener dn thriving. itu yg ku liat d kantorku sih. apalagi mayoritas d dvisiku genz tp ternyata ok ok bgt,x,Positif
585,@mcitraningrum Aku genZ gatau knpa lebih nyaman kerja sama gen X daripada gen milenial karna pengalaman ku kalo dg gen X intruksi semua to the point jdi aku yang dapet tugas lebih enak ngerjainnya ga bingung ini itu dn kalo salah langsung di tegur dengan ,x,Negatif
586,gen z pas beneran kerja lembur sana sini multitasking apresiasinya cuma good job aelah mending balik cepet koordinasi seperlunya yang penting kerjaan yg di kasih achieve ni biasanya bos di agensi nih ngetik begini pdhl genz kasih aja deadline udah,x,Positif
587,aku genZ di umurku yang17 tahun aku bisa mempekerjakan banyak orang dan gk pernah aku ngeluh gen milenial gini banget ya gen abc fuck about it kalau emang gk bisa kerja bener yang salah orangnya bukan gen nya.,x,Negatif
588,@mrisulyani kalo itu kyknya bukan generasi tapi lebih ke block mindset. aku pny kenalan seumuran (sesama genz) dia cm lulusan sma dan ga dpt2 kerja ak ajak kerja survey lapangan gamau kata bapak ibunya gaboleh krn duitnya dikit,x,Negatif
